Tags;Comment;Dataset
Servicio;Belkin USB 2.0& Firewire 6-Port Hub For Mac Mini Gains USB and FireWire front-loading ports for easy get entry to. Combines FireWire and USB technologies in a single hassle-free installation. Connects up to 4 high-speed, low-speed, or full-speed USB units. Provides 2 FireWire ports for your Mac mini.Primarily engineered to stack on prime of or underneath the Mac mini / Saves desktop space / Hi-Speed USB 2.0 and USB 1.1;Dataset_2024
Servicio;Segolike PCI Express x1 PCI-E FireWire 1394a IEEE1394 Controller Card for Laptop Windows Description:Compliant with PCI Express Base Specification 1.0aCompliant with IEEE 1394-1995, 1394a-2000 and OHCI 1.1 StandardsPCI Express 1-lane(x1) FireWire adapters works with PCI Express slots with different lane widthInstalls in any available PCI Express slot and supports data transfer rates up to 400Mbps3 external FireWire(1394a) ports to support DV camcorders, hard disk, removable drives, scanner, digital cameras and other FireWire devicesSpecification:OS SupportWindows 2000/XP/Server 2003/Vista /Windows 7 /Windows 8 / Windows 10 32/64 bitConnectors2 x 9 Pin Connection1 x 6 Pin ConnectionPackage Includes:1x PCI-E Firewire Card;Dataset_2024
Servicio;Generic IEEE 1394 FireWire iLink DV Cable 4 pin to 6 pin M/M 4 ft 4-pin to 6-pin IEEE 1394 iLink FireWire Cable dv out to laptop   This connector on Firewire is the small connector, usually found on digital video cameras, some laptops and some dvd recorders. 4 to 6 usually connects the DV-out on a video camera to most laptops with built in Firewire and some DVD recorders and other video editing devices. It can also be used for connecting Playstation 2's together or to a PS2 hub.  Description:  Length: Approx. 122cm / 4 feet Supports IEEE 1394 transfer rates of 100 / 200 / 400 MB Firewire and I. Link compatible Supports plug and play specification Hotpluggable Double shielded high quality cable;Dataset_2024
Servicio;Belkin USB 2.0& Firewire 6-Port Hub For Mac Mini Gains USB and FireWire front-loading ports for easy get entry to. Combines FireWire and USB technologies in a single hassle-free installation. Connects up to 4 high-speed, low-speed, or full-speed USB units. Provides 2 FireWire ports for your Mac mini.Primarily engineered to stack on prime of or underneath the Mac mini / Saves desktop space / Hi-Speed USB 2.0 and USB 1.1;Dataset_2024
Servicio;"[Cord-free Power Supply, New Version] Inateck® 4 Ports PCI-E to USB 3.0 Expansion Card Interface USB 3.0 4-Port Express Card Desktop for Windows XP/7/8, Mini PCI-E USB 3.0 Hub Controller Adapter, No Additional Power Connection Needed Due to frequently updated drivers, please download the latest version on our Inateck official website to enhance your using experience.  #productDescription {     color: #333333;     word-wrap: break-word;     font-size: small;     line-height: initial;     margin: 0.5em 0px 0em 25px; }  #productDescription_feature_div > h2.default {     color: #CC6600;     font-size: medium;     margin: 0 0 0.25em; }  #productDescription_feature_div > h2.books {     color:#333 !important;     font-size:21px !important;     line-height: 1.3;     padding-bottom: 4px;     font-weight: normal;     margin: 0px; }  #productDescription_feature_div > h2.softlines {     color:#333 !important;      font-size:21px !important;     line-height: 1.3;     padding-bottom: 4px;     font-weight: bold;     margin: 0px; } #productDescription > p, #productDescription > div, #productDescription > table {     margin: 0 0 1em 0; }  #productDescription p {     margin: 0em 0 1em 1em; }  #productDescription h3 {     font-weight: normal;     color: #333333;     font-size: 1.23em;     clear: left;     margin: 0.75em 0px 0.375em -15px; }  #productDescription table {     border-collapse: inherit !important;     margin-bottom: 0; }  #productDescription table img {     max-width: inherit !important; }  #productDescription table td {     font-size: small;     vertical-align: inherit !important; }  #productDescription ul li {     margin: 0 0 0 20px; }  #productDescription ul li ul {     list-style-type: disc !important;     margin-left: 20px !important; }  #productDescription ul ul li {     list-style-type: disc !important;     margin-left: 20px !important; }  #productDescription > ul ul li {     list-style-type: disc !important; }      #productDescription ul li ul li {     margin: 0 0 0 20px; }  #productDescription .aplus p {     margin: 0 0 1em 0; }  #productDescription small {     font-size: smaller; }  #productDescription.prodDescWidth { 	max-width: 1000px }      P.when('jQuery').execute(function($){     $(""#productDescription table"").each(function() {         var width = $(this).attr('width');         if (width) width += 'px';         else width = 'auto';         $(this).css('width', width);          var padding = $(this).attr('cellpadding');         if (padding) padding += 'px';         else padding = '0px';         $(this).css('padding', padding);     }); });";Dataset_2024
Servicio;"Ultima Cords & Cables PCI-E to 2 x 6-pin (External) + 1 x 4-pin (External) + 1 x 6-pin (Internal) Firewire-A 400 IEEE 1394a Ports Card This High-Performance card adds two external (6-pin), one external (4-pin) and one internal (6-pin) Firewire ports to support Devices Including Portable Hard Disk, DV Camcorder, Digital Camera, CD-RW/DVD-ROM Drive and Other Audio/Video Devices.Compatible with x1/x4/x8/x16 slots. Support small form factor; small/low profile bracket provided allowing it to be installed in almost any system. Supports Hot-Swapping and Plug and Play Connection of Peripheral Devices.";Dataset_2024
Servicio;Segolike PCI Express x1 PCI-E FireWire 1394a IEEE1394 Controller Card for Laptop Windows Description:Compliant with PCI Express Base Specification 1.0aCompliant with IEEE 1394-1995, 1394a-2000 and OHCI 1.1 StandardsPCI Express 1-lane(x1) FireWire adapters works with PCI Express slots with different lane widthInstalls in any available PCI Express slot and supports data transfer rates up to 400Mbps3 external FireWire(1394a) ports to support DV camcorders, hard disk, removable drives, scanner, digital cameras and other FireWire devicesSpecification:OS SupportWindows 2000/XP/Server 2003/Vista /Windows 7 /Windows 8 / Windows 10 32/64 bitConnectors2 x 9 Pin Connection1 x 6 Pin ConnectionPackage Includes:1x PCI-E Firewire Card;Dataset_2024
Servicio;Widewing SATA Expansion Card 1 to 5 Port SATA3.0 Motherboard 6Gbps Riser Card HUB SATA Expansion Card 1 to 5 Port SATA3.0 Controller Card Motherboard 6Gbps Multiplier SATA Port Riser Card Adapter for HDD Computer Feature: 1. Supports 6-port 6.0Gbps SATA III interface 2. Output swing control and automatic impedance calibration for SATA III PHY. 3. Supports asynchronous signal recovery. 4. Supports spread spectrum clocking. 5. Supports partial / slumber power saving mode. 6. Automatically speed negotiation. 7. Supports BIST and loopback mode. 8. Supports staggered spin-up (Optional). 9. Supports Hot-Plug. 10. Supports asynchronous notification. 11. Supports ATAPI drives. 12. Supports command-based and FIS-based swit. Compliance: 1. Compliant with Serial ATA Port Multiplier Spec. Revision 1.2 2. Compliant with Serial ATA Port Selector Spec. Revision 1.0 3. Compliant with Serial ATA PHY Electrical Spec. Revision 1.0 4. Compliant with Serial ATA High Speed Serialized AT Attachment Spec. Revision 3.1 Specification: Product model: ADP6ST0-J05 Product master control: JMICRON JMB575 Product packaging: cowhide box Product interface: SATA 7PIN Support systems: WINXP, WIN7, WIN8, WIN10 Connection mode: Plug in the SATA power supply and input the SATA line into the motherboard or expansion card. Warm Tips: 1. This extension card must support the PM (SATA PORT MULTIPLIER) function of the motherboard or the extension card to recognize 5 hard disks. 2. The main motherboard SATA does not support this function. If it is not supported, only one card can be recognized. 3. You must plug in the SATA or DC2.5 power supply to the expansion card. Package included: 1 x SATA Expansion Card 1 x USB-DC Power Cable;Dataset_2024
Servicio;Febelle High Speed 5 Port USB 2.0 PCI Hub Card Controller Adapter Module Detail:5 Port USB 2.0 PCI Hub Card ModuleHigh transfer speed up to 480Mbps.Easy to use, plug and play, high performance and reliable.Automatically selects IRQ and I/O addressExternal Port: 4Internal Port: 1Support System: Windows 98/98SE/ ME/ 2000/ XP/ Vista, Mac OS 8.6Color: As Pictures ShowNotes:The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightness.Package Included:1 x USB 2.0 PCI Hub CardNO Retail Box. Packed Safely in Bubble Bag.;Dataset_2024
Servicio;AmazonBasics USB Type-C to USB 3.1 Gen1 Female Adapter - Black Colour:Black   An Amazon Brand.;Dataset_2024
Servicio;"[Cord-free Power Supply, New Version] Inateck® 4 Ports PCI-E to USB 3.0 Expansion Card Interface USB 3.0 4-Port Express Card Desktop for Windows XP/7/8, Mini PCI-E USB 3.0 Hub Controller Adapter, No Additional Power Connection Needed Due to frequently updated drivers, please download the latest version on our Inateck official website to enhance your using experience.  #productDescription {     color: #333333;     word-wrap: break-word;     font-size: small;     line-height: initial;     margin: 0.5em 0px 0em 25px; }  #productDescription_feature_div > h2.default {     color: #CC6600;     font-size: medium;     margin: 0 0 0.25em; }  #productDescription_feature_div > h2.books {     color:#333 !important;     font-size:21px !important;     line-height: 1.3;     padding-bottom: 4px;     font-weight: normal;     margin: 0px; }  #productDescription_feature_div > h2.softlines {     color:#333 !important;      font-size:21px !important;     line-height: 1.3;     padding-bottom: 4px;     font-weight: bold;     margin: 0px; } #productDescription > p, #productDescription > div, #productDescription > table {     margin: 0 0 1em 0; }  #productDescription p {     margin: 0em 0 1em 1em; }  #productDescription h3 {     font-weight: normal;     color: #333333;     font-size: 1.23em;     clear: left;     margin: 0.75em 0px 0.375em -15px; }  #productDescription table {     border-collapse: inherit !important;     margin-bottom: 0; }  #productDescription table img {     max-width: inherit !important; }  #productDescription table td {     font-size: small;     vertical-align: inherit !important; }  #productDescription ul li {     margin: 0 0 0 20px; }  #productDescription ul li ul {     list-style-type: disc !important;     margin-left: 20px !important; }  #productDescription ul ul li {     list-style-type: disc !important;     margin-left: 20px !important; }  #productDescription > ul ul li {     list-style-type: disc !important; }      #productDescription ul li ul li {     margin: 0 0 0 20px; }  #productDescription .aplus p {     margin: 0 0 1em 0; }  #productDescription small {     font-size: smaller; }  #productDescription.prodDescWidth { 	max-width: 1000px }      P.when('jQuery').execute(function($){     $(""#productDescription table"").each(function() {         var width = $(this).attr('width');         if (width) width += 'px';         else width = 'auto';         $(this).css('width', width);          var padding = $(this).attr('cellpadding');         if (padding) padding += 'px';         else padding = '0px';         $(this).css('padding', padding);     }); });";Dataset_2024
Servicio;USB2.0 Extender Over Cat.5e+4-Port Hub An extender for USB over RJ45, Applicable for all usage platforms, no compatibility issue, Use Cat.5, Cat.5e or Cat.6 RJ45 LAN cable for extension up to 60M, With USB2.0 specification, data transfer speed up to 480Mbps, With a power port. By connecting to external power supply, it can supply more power to USB peripheral devices and enhance the performance, Plug and play, no driver needed.;Dataset_2024
Servicio;"RingBuu 1 Port PCI-E 1X to 3 Slot 1X Switch Multiplier Expander HUB Expansion Riser Card Description: Features: 100% brand new and high quality. A perfect solution for expanding PCI-e support in crowded systems or on motherboards with limited or minimal PCI-e ports. This card uses the Pericom PI7C9X2G bridge chip for PCI-E switching. PCI standard PCI-to-PCI bridge Drivers should auto-install upon detection. Compliant with PCI express 2.0 & 1.1 specification. 2 layer PCB board design. Supports 3 PCI-E 1X devices. 1-slot PCI-E 1X to 3 slot 1X riser card with high-speed USB 3.0 cable. Solid capacitors provide stable power delivery. Plug & Play compatibility with Windows 7, 8, 8.1, and 10, and most Linux distributions. NOTE: Some motherboard hardware and firmware may limit PCI-Expansion. Please consult your hardware documentation to ensure your ability to expand your PCI-e slots. Specifications: Item Type: PCI-E 1x 3-Port Expander Material: Plastic and Metal Color: Blue (shown as pictures) Size: (Approx.) Expander Board dimensions: 9cm?6.5cm?1.3cm/3.54""?2.56""?0.51"" PCI-E Card dimensions: 12cm?6.2cm?1.8cm/4.72""?2.44""?0.71"" USB Cable Length?0.5m/1.64ft Power Cable Length?0.2m/0.66ft Quantity: 1 Set (other accessories demo in the picture is not included) Note: 1.Transition: 1cm=10mm=0.39inch 2.Please allow 0-1cm error due to manual measurement. pls make sure you do not mind before you bid. 3.Due to the difference between different monitors, the picture may not reflect the actual color of the item. Thank you! 4.No retail package Package includes: 1 X Expander Board 1 X PCI-E Card 1 X USB Cable 1 X Power Cable 2 X Pack of Screws";Dataset_2024
Servicio;"RingBuu 1 Port PCI-E 1X to 3 Slot 1X Switch Multiplier Expander HUB Expansion Riser Card Description: Features: 100% brand new and high quality. A perfect solution for expanding PCI-e support in crowded systems or on motherboards with limited or minimal PCI-e ports. This card uses the Pericom PI7C9X2G bridge chip for PCI-E switching. PCI standard PCI-to-PCI bridge Drivers should auto-install upon detection. Compliant with PCI express 2.0 & 1.1 specification. 2 layer PCB board design. Supports 3 PCI-E 1X devices. 1-slot PCI-E 1X to 3 slot 1X riser card with high-speed USB 3.0 cable. Solid capacitors provide stable power delivery. Plug & Play compatibility with Windows 7, 8, 8.1, and 10, and most Linux distributions. NOTE: Some motherboard hardware and firmware may limit PCI-Expansion. Please consult your hardware documentation to ensure your ability to expand your PCI-e slots. Specifications: Item Type: PCI-E 1x 3-Port Expander Material: Plastic and Metal Color: Blue (shown as pictures) Size: (Approx.) Expander Board dimensions: 9cm?6.5cm?1.3cm/3.54""?2.56""?0.51"" PCI-E Card dimensions: 12cm?6.2cm?1.8cm/4.72""?2.44""?0.71"" USB Cable Length?0.5m/1.64ft Power Cable Length?0.2m/0.66ft Quantity: 1 Set (other accessories demo in the picture is not included) Note: 1.Transition: 1cm=10mm=0.39inch 2.Please allow 0-1cm error due to manual measurement. pls make sure you do not mind before you bid. 3.Due to the difference between different monitors, the picture may not reflect the actual color of the item. Thank you! 4.No retail package Package includes: 1 X Expander Board 1 X PCI-E Card 1 X USB Cable 1 X Power Cable 2 X Pack of Screws";Dataset_2024
Servicio;PCI-e Express 1X to 3 Port 1X Switch Multiplier HUB Riser Card with USB Cable Mainboard Transmission Signal Attenuation Features:Safer, more efficient, more practical.The device card also uses the United States Pericom Pericom PI7C9X bridge chip, for switching PCI-E, PCI-E between.Several Divided PCI-E 1X slot all is gen2 mode, even if gen1 previously ,it can be ok.Slots with fixed card buckle, remove the graphics card and the fixed graphics.Solve the problem that welding point fragile burn, transmission signal attenuation, platoon line length is not enough and so on.Descriptions:Fixed bracket of slot is designed for taking down and setting video card so the video card won't fall out from slot.Soft cable is convenient to use that you can put it anywhere as you want.Strengthen the power supply and make the video card power independence from motherboard.Specifications:Power Connector: Sata 15 pin power cableThe board size?130*45*15mmUSB Cable Length: 640mmCompatible use: with any graphics cardsColor: bluePackage included:1 x Mainboard1 x PCI card1 x USB cableNotes:Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures.;Dataset_2024
Servicio;ADNET USB 2.0 High Speed Hub 4 Port AD-811B These are plug and play installation. If laptop or desktop does not have admin rights then drivers will not get installed automatically and further USB device will not work but with out driver the ports will give power supply which will work as USB charger. Product Size - 10cm x 3.5cm x 2cm Cable length - 40cm Product weight - 36g;Dataset_2024
